"metric" "x" "y"
"me" 1.000969090168 0.99828214638653
"me" 1.00087915089544 0.996576452224976
"me" 1.00019892101488 0.993054104788247
"me" 0.997635175306325 0.986600582963416
"me" 0.991600592569181 0.976030223836849
"me" 0.981154253205374 0.96042859746977
"me" 0.966344761864052 0.939484571133184
"me" 0.947745829060743 0.913640868815356
"me" 0.926138743860903 0.883998636785436
"me" 0.902236894254773 0.852049495157894
"me" 0.876709104886405 0.819364151413309
"me" 0.850198871731591 0.787329448032043
"me" 0.823041296648409 0.756960333719153
"me" 0.7954040383135 0.728789295143652
"me" 0.767740542446966 0.702824759018045
"me" 0.740391249974494 0.678588037823143
"me" 0.713553003878759 0.655266464756752
"me" 0.687185866981568 0.631998613643184
"me" 0.66114107591159 0.60820580327096
"me" 0.635257261551136 0.5837984433284
"me" 0.609536375734494 0.559120835915885
"me" 0.584095867885875 0.53467518596632
"me" 0.558962732582789 0.510840938515652
"me" 0.533937286356786 0.487798437634001
"me" 0.509113526319833 0.465644850599591
"me" 0.484467324742271 0.44448197374241
"me" 0.459813489172766 0.42434498558268
"me" 0.434937436486284 0.405107002125832
"me" 0.409887590565972 0.386532256128076
"me" 0.384815281708753 0.368417670887283
"me" 0.359478187000064 0.350650949041696
"me" 0.333646044043186 0.333168518463719
"me" 0.307237416608519 0.315917743180686
"me" 0.28039947513915 0.298826850922136
"me" 0.253543495353892 0.281691588136215
"me" 0.226605452467443 0.264007238614519
"me" 0.199549892150946 0.244943630852172
"me" 0.172701085781419 0.223616131891975
"me" 0.146367239281679 0.199542571828387
"me" 0.120691735306643 0.172974204967406
"me" 0.0958271176996115 0.144874816634964
"me" 0.0724655221600601 0.116607282838674
"me" 0.0516408798909676 0.0895833132185433
"me" 0.0338326146013374 0.0650636793452297
"me" 0.019535695498177 0.0440798751100725
"me" 0.0092714614985389 0.027346649965303
"me" 0.0032582190986145 0.0151152739104784
"me" 0.000725382760965242 0.00706562236883376
"me" 8.17537590402874e-05 0.00237797944331726
"me" 2.48828152538813e-07 2.50038363816524e-05
"meanfit" 1.0009505957189 1.00039020485775
"meanfit" 1.00077719866953 0.999235445285587
"meanfit" 0.999726636794605 0.996855891811281
"meanfit" 0.996234664192125 0.992873869753853
"meanfit" 0.988835629106936 0.987033338821997
"meanfit" 0.977058681505961 0.978993972623548
"meanfit" 0.961230334628319 0.968355333908907
"meanfit" 0.942030264676255 0.954843958129563
"meanfit" 0.92024421697152 0.938173922817044
"meanfit" 0.896537690879768 0.917832120732382
"meanfit" 0.871421763586923 0.893417116446732
"meanfit" 0.845260843236418 0.865234461130253
"meanfit" 0.818507965938293 0.834384227740988
"meanfit" 0.791455333474655 0.802264986880509
"meanfit" 0.764217519796854 0.76986893041203
"meanfit" 0.737111874083068 0.737279710057921
"meanfit" 0.710385509790543 0.703861147685677
"meanfit" 0.684068506847249 0.66912531605857
"meanfit" 0.658127159286486 0.633320051429903
"meanfit" 0.632575772356688 0.597019365957434
"meanfit" 0.607514185163398 0.560513515364008
"meanfit" 0.583185850290612 0.523972506214318
"meanfit" 0.559257148904953 0.487837594564756
"meanfit" 0.535388338747696 0.452661438756546
"meanfit" 0.511466887232335 0.418784675530739
"meanfit" 0.487455601155214 0.386236900807371
"meanfit" 0.463327038044544 0.35459413876974
"meanfit" 0.439228252791296 0.322980194778914
"meanfit" 0.415068730002929 0.290713412135676
"meanfit" 0.390593055513108 0.258057104497975
"meanfit" 0.365662971299934 0.226118040278689
"meanfit" 0.340293936143966 0.196129054427563
"meanfit" 0.314573979898279 0.168948581943915
"meanfit" 0.288419329118347 0.144923585628878
"meanfit" 0.261972659035849 0.123917464310694
"meanfit" 0.235434294428398 0.105427856400705
"meanfit" 0.208839903233292 0.0886826597119109
"meanfit" 0.182116740042858 0.0727959228348834
"meanfit" 0.15549202403699 0.0572500234097594
"meanfit" 0.129279849213547 0.0424047754936252
"meanfit" 0.1038383185896 0.029306184588888
"meanfit" 0.0797668508987353 0.018881885579964
"meanfit" 0.0577409191397188 0.0113814285616591
"meanfit" 0.0384893392925209 0.00642192016999684
"meanfit" 0.0227765255052972 0.00334501314232614
"meanfit" 0.0112524826259827 0.00154875747159367
"meanfit" 0.00427805517966886 0.000602022968500676
"meanfit" 0.00111468670759795 0.000183254266197269
"meanfit" 0.000164378966840028 3.78934682823642e-05
"meanfit" 6.62917197774852e-07 2.47983328953385e-07
"fst" 1.00093542673365 1.00097087133495
"fst" 1.00061423259486 1.00093297872183
"fst" 0.998940960395623 1.00073561465041
"fst" 0.994190234637631 1.00016804251861
"fst" 0.985048703611184 0.999175716800359
"fst" 0.971141410692772 0.997876240666899
"fst" 0.953061324199103 0.996154030599267
"fst" 0.931826686817076 0.993648689126147
"fst" 0.908303070877258 0.990004180937228
"fst" 0.883152606355442 0.984820362912821
"fst" 0.857084294405918 0.977759770913787
"fst" 0.830447913975939 0.96875643056268
"fst" 0.803684446332207 0.957867152768893
"fst" 0.777149741270806 0.944456905333184
"fst" 0.750682427826325 0.926716516728951
"fst" 0.72436309743424 0.903004747491156
"fst" 0.698505319773398 0.872728300336869
"fst" 0.673073082640592 0.835926282864308
"fst" 0.648089543138296 0.793113340264951
"fst" 0.623653587415634 0.744938174790267
"fst" 0.599961644989498 0.691784690208401
"fst" 0.5769594030798 0.634524200368878
"fst" 0.554304904883364 0.575250492531192
"fst" 0.531797665178838 0.516785710016648
"fst" 0.509258426678492 0.460716019754309
"fst" 0.486773955970248 0.406151669407596
"fst" 0.464456294727342 0.352234531697883
"fst" 0.442077943056854 0.300484938752839
